Fit             Permutation     K2RT            KD1             kdephos         km1             km2             kphos           
1.96370758e+03  929             2.25450900e+01  1.39437240e+01  1.70027000e-01  1.14485790e+01  4.51801600e+00  1.82918000e-01  
1.96503527e+03  890             5.98186800e+00  7.54823000e-01  6.32018000e-01  -3.80157000e-01 1.10235960e+01  8.40985000e-01  
1.96614716e+03  825             7.51593000e+00  1.70245400e+01  7.34290000e-02  1.82625000e-01  6.87945600e+00  8.99950000e-02  
1.96770222e+03  252             5.82858400e+00  7.57470000e-02  1.67467000e-01  -2.11661400e+00 3.67228300e+00  2.58763000e-01  
1.96980898e+03  2084            2.10342100e+00  1.86025980e+01  6.78130000e-02  2.19915800e+00  2.13184910e+01  1.18784000e-01  
1.97596975e+03  2267            1.19030170e+01  1.31978660e+01  1.53876000e-01  -4.71099870e+01 2.15975640e+01  1.75121000e-01  
1.97688532e+03  309             5.35257100e+00  6.74030000e+00  1.10950000e-01  5.24096000e-01  1.28453910e+01  1.44694000e-01  
1.97755744e+03  168             5.64984600e+00  1.38585100e+00  3.00633000e-01  -3.34002749e+02 3.66557000e-01  5.11168000e-01  
1.97905470e+03  2440            4.71737000e+00  3.91028200e+01  3.67910000e-02  -1.26872500e+00 1.91782010e+01  5.24630000e-02  
1.98799998e+03  1740            6.75913100e+00  1.37073430e+01  1.34718000e-01  2.14459000e+00  1.14881050e+01  2.03398000e-01  
1.98941989e+03  805             5.59070070e+01  2.31312680e+01  1.10245000e-01  2.63863000e-01  8.13036100e+00  1.11669000e-01  
